CustomerID,Age,Gender,City,Income,Visits,TimeSpent,Orders,AmountSpent,DiscountUsed,Satisfaction,Membership,Returned,Month,ProductCategory
1034,41,Male,Mangalore,108152,8,26,2,13917,No,3,Gold,No,6,Beauty
1035,55,Female,Bangalore,148204,18,51,7,21318,Yes,4,Premium,No,10,Beauty
1036,20,Male,Bangalore,129981,12,42,6,21606,Yes,5,Premium,No,10,Home
1037,54,Male,Hubli,95876,15,40,5,13571,Yes,4,Gold,Yes,9,Grocery
1038,52,Male,Bangalore,25233,8,20,3,5609,Yes,1,Regular,Yes,11,Fashion
1039,29,Female,Bangalore,148437,16,43,7,18514,No,3,Premium,No,5,Grocery
1040,44,Male,Davangere,78452,11,29,2,11195,Yes,3,Silver,No,6,Home
1041,24,Female,Tumkur,57656,5,23,3,9521,Yes,3,Silver,No,1,Electronics
1042,49,Male,Hubli,136024,15,49,5,19384,No,3,Premium,No,11,Grocery
1043,47,Male,Davangere,117033,17,63,7,23213,No,4,Premium,No,9,Fashion
1044,32,Male,Tumkur,117451,15,61,6,20393,No,4,Premium,No,5,Electronics
1045,20,Female,Bangalore,56108,12,29,6,9405,No,3,Silver,No,2,Fashion
1046,58,Male,Mysore,148935,17,51,7,24553,No,5,Premium,No,10,Fashion
1047,36,Male,Mysore,78873,13,31,3,12231,No,2,Gold,No,10,Fashion
1048,55,Female,Bangalore,89084,11,28,4,15238,No,2,Gold,Yes,9,Home
1049,46,Female,Belgaum,117625,17,47,7,16972,No,3,Gold,No,4,Grocery
1050,50,Female,Mysore,105800,12,29,5,16267,Yes,4,Gold,No,11,Fashion
1051,49,Female,Mysore,42397,5,8,2,6782,Yes,2,Regular,No,10,Home
1052,26,Male,Bangalore,59322,7,20,4,11361,No,2,Silver,No,9,Fashion
1053,33,Female,Bangalore,66954,6,9,3,9019,Yes,1,Silver,Yes,9,Beauty
1054,37,Male,Shimoga,143180,20,66,8,24604,No,5,Premium,No,11,Electronics
1055,38,Female,Bangalore,112886,16,42,5,20009,No,4,Premium,No,12,Electronics
1056,19,Female,Bangalore,67623,10,50,4,9685,No,3,Silver,No,9,Home
1057,40,Female,Bangalore,115514,19,54,8,20073,No,5,Premium,No,7,Home
1058,24,Female,Mysore,116007,19,58,7,16238,No,4,Gold,Yes,6,Beauty
1059,49,Female,Hubli,71249,8,15,4,10560,No,2,Silver,Yes,11,Home
1060,46,Female,Mysore,72408,10,42,5,12602,Yes,3,Gold,No,9,Beauty
1061,56,Female,Bangalore,136259,15,53,6,21532,No,4,Premium,No,2,Fashion
1062,49,Male,Bangalore,93037,12,38,2,17801,No,5,Premium,No,3,Electronics
1063,33,Male,Davangere,39437,3,5,1,8554,No,2,Silver,No,11,Electronics
1064,58,Male,Mangalore,113572,19,58,9,23014,No,3,Premium,No,11,Electronics
1065,35,Female,Mangalore,96644,13,31,5,17433,Yes,4,Premium,No,12,Fashion
1066,31,Male,Mangalore,86161,10,40,2,13858,No,2,Gold,Yes,7,Fashion
1067,56,Male,Belgaum,114264,18,60,8,21175,No,5,Premium,No,10,Fashion
1068,33,Male,Bangalore,137922,11,34,4,20497,No,4,Premium,No,11,Home
1069,21,Female,Mysore,62957,2,5,2,9254,No,3,Silver,No,5,Fashion
1070,37,Female,Hubli,74509,12,29,5,11199,Yes,4,Silver,No,3,Home
1071,51,Female,Bangalore,44634,6,23,3,8206,Yes,2,Silver,Yes,12,Home
1072,25,Male,Davangere,104119,14,50,6,18163,No,4,Premium,No,1,Fashion
1073,37,Male,Mysore,72353,5,23,3,12976,Yes,3,Gold,No,9,Fashion
1074,23,Male,Belgaum,64507,8,13,5,9429,No,2,Silver,No,9,Home
1075,46,Male,Davangere,110548,20,62,9,17632,Yes,3,Premium,No,10,Home
1076,37,Male,Hubli,73060,12,43,3,12984,No,2,Gold,Yes,5,Fashion
1077,31,Female,Shimoga,80368,11,21,5,14048,Yes,4,Gold,No,10,Fashion
1078,27,Female,Hubli,77206,8,24,4,9141,No,3,Silver,No,4,Beauty
1079,41,Female,Davangere,53610,6,20,4,9385,Yes,2,Silver,Yes,11,Home
1080,46,Male,Mysore,36355,1,5,1,5291,No,1,Regular,Yes,4,Electronics
1081,57,Male,Mysore,127541,17,38,8,20051,No,5,Premium,No,10,Fashion
1082,36,Female,Hubli,31924,7,19,4,7119,Yes,2,Silver,No,10,Grocery
1083,24,Male,Bangalore,62234,3,7,4,14568,No,3,Gold,No,4,Electronics
1084,52,Male,Mysore,106774,11,32,4,12915,No,3,Gold,No,4,Grocery
1085,44,Male,Shimoga,37068,1,5,1,7649,No,2,Silver,No,10,Electronics
1086,47,Female,Mangalore,105217,10,27,4,15529,No,3,Gold,Yes,2,Home
1087,22,Female,Bangalore,115299,15,45,6,20848,Yes,3,Premium,No,4,Fashion
1088,31,Male,Bangalore,106178,7,24,2,16789,No,4,Gold,No,7,Electronics
1089,50,Female,Bangalore,59654,9,25,1,7642,No,3,Silver,No,12,Grocery
1090,52,Female,Bangalore,22569,5,12,2,7246,Yes,1,Silver,Yes,8,Fashion
1091,36,Female,Shimoga,135356,16,49,7,18652,No,3,Premium,No,6,Grocery
1092,51,Female,Mysore,62451,1,5,1,10308,No,3,Silver,No,12,Fashion
1093,53,Male,Bangalore,124651,13,42,7,16191,No,5,Gold,No,7,Grocery
1094,34,Female,Hubli,45715,9,27,4,6656,Yes,1,Regular,No,7,Grocery
1095,55,Male,Bangalore,41113,1,5,2,4115,Yes,2,Regular,Yes,7,Home
1096,30,Female,Bangalore,121160,14,49,6,19456,Yes,3,Premium,No,5,Electronics
1097,28,Female,Mangalore,142166,14,28,6,21529,No,4,Premium,No,6,Beauty
1098,46,Female,Mangalore,131882,19,43,8,20992,Yes,4,Premium,No,10,Home
1099,44,Female,Tumkur,117662,13,41,7,16328,No,3,Gold,No,1,Grocery
1100,23,Female,Mangalore,52068,8,24,3,8504,No,2,Silver,No,10,Fashion
1101,52,Female,Mysore,138718,19,58,8,22222,No,4,Premium,No,4,Fashion
1102,26,Female,Belgaum,106821,19,54,8,20892,Yes,3,Premium,No,6,Electronics
1103,51,Female,Shimoga,42381,5,20,2,7490,Yes,1,Silver,No,3,Beauty
1104,18,Male,Belgaum,36817,6,25,3,2387,Yes,3,Regular,No,8,Grocery
1105,51,Female,Tumkur,133251,12,39,7,21626,No,5,Premium,No,10,Electronics
1106,51,Female,Belgaum,55770,11,31,4,9892,No,3,Silver,No,6,Beauty
1107,50,Male,Davangere,119566,13,24,6,16274,No,2,Gold,Yes,3,Grocery
1108,45,Female,Bangalore,38025,3,14,2,9257,No,2,Silver,No,4,Electronics
1109,37,Female,Belgaum,56470,7,30,4,12510,Yes,3,Gold,No,11,Electronics
1110,47,Female,Mysore,56857,2,11,1,6708,Yes,1,Regular,Yes,5,Beauty
1111,29,Female,Hubli,56543,8,18,1,8085,Yes,2,Silver,No,10,Home
1112,50,Male,Mangalore,107716,16,53,7,19580,No,3,Premium,No,6,Electronics
1113,41,Female,Tumkur,138871,18,60,5,22219,No,5,Premium,No,4,Beauty
1114,37,Male,Tumkur,138343,13,50,7,19966,No,5,Premium,No,10,Home
1115,39,Female,Bangalore,116402,14,36,6,16123,No,2,Gold,No,7,Grocery
1116,41,Female,Belgaum,46328,8,22,4,7934,No,4,Silver,No,1,Grocery
1117,19,Male,Belgaum,144876,12,41,4,21965,Yes,4,Premium,No,12,Beauty
1118,23,Male,Mysore,90470,8,24,2,12961,Yes,4,Gold,No,3,Home
1119,28,Male,Bangalore,90976,14,34,6,17254,No,4,Premium,No,6,Fashion
1120,22,Male,Bangalore,111181,15,48,6,18981,No,3,Premium,No,6,Home
1121,36,Male,Belgaum,119983,16,52,6,21215,Yes,4,Premium,No,8,Electronics
1122,46,Male,Mysore,143880,24,73,10,23353,No,4,Premium,No,10,Home
1123,45,Male,Tumkur,95709,13,41,8,18250,Yes,4,Premium,No,1,Electronics
1124,37,Male,Mysore,99308,14,40,6,15891,No,4,Gold,No,12,Home
1125,53,Female,Tumkur,116919,23,79,10,24422,No,5,Premium,No,9,Electronics
1126,41,Male,Mysore,53164,6,12,3,9598,Yes,2,Silver,Yes,12,Fashion
1127,21,Male,Belgaum,60002,5,11,3,12006,Yes,2,Gold,No,11,Electronics
1128,50,Male,Bangalore,101312,14,42,5,14732,Yes,4,Gold,No,12,Home
1129,42,Female,Hubli,28336,5,21,1,3459,Yes,2,Regular,Yes,9,Beauty
1130,44,Male,Belgaum,61664,6,8,2,14870,Yes,3,Gold,No,6,Electronics
1131,41,Female,Shimoga,113340,11,24,5,15236,No,3,Gold,No,7,Grocery
1132,41,Male,Davangere,146897,25,61,9,21251,No,3,Premium,No,9,Grocery
1133,21,Male,Bangalore,87535,12,36,5,16639,No,3,Gold,No,7,Fashion
1134,41,Male,Mysore,71958,7,13,2,10932,No,2,Silver,No,10,Home
1135,51,Male,Bangalore,77249,12,33,6,14949,No,4,Gold,No,2,Fashion
1136,30,Female,Bangalore,109106,13,44,6,19472,No,4,Premium,No,11,Electronics
1137,43,Male,Mangalore,90782,11,29,5,13872,Yes,3,Gold,No,4,Home
1138,19,Male,Mangalore,23019,5,17,3,7712,Yes,3,Silver,No,12,Electronics
1139,32,Female,Belgaum,90101,7,19,3,10314,No,4,Silver,No,3,Grocery
1140,36,Female,Davangere,72008,10,35,4,10407,Yes,3,Silver,No,3,Grocery
1141,59,Female,Belgaum,111104,20,63,7,18256,No,3,Premium,Yes,11,Beauty
1142,27,Female,Belgaum,133764,18,49,5,23070,No,5,Premium,No,11,Home
1143,29,Female,Bangalore,145119,17,50,7,22075,No,4,Premium,No,10,Home
1144,35,Male,Bangalore,99330,11,40,5,10892,Yes,3,Silver,No,12,Grocery
1145,59,Female,Mangalore,67133,7,24,4,11112,No,2,Silver,No,5,Fashion
1146,53,Male,Davangere,77713,9,17,5,18310,No,2,Premium,No,11,Electronics
1147,19,Male,Bangalore,42940,4,17,3,8000,No,1,Silver,No,6,Home
1148,27,Female,Hubli,141672,20,52,7,21980,No,5,Premium,No,8,Fashion
1149,52,Female,Mangalore,130151,11,43,4,19835,Yes,3,Premium,No,7,Fashion
1150,20,Female,Bangalore,131018,19,64,8,22797,No,5,Premium,No,1,Electronics
1151,53,Male,Mysore,62656,7,23,5,8532,No,2,Silver,No,9,Home
1152,29,Female,Shimoga,61888,9,28,5,10455,No,1,Silver,Yes,10,Fashion
1153,56,Male,Mangalore,131360,13,38,6,22219,No,4,Premium,No,3,Electronics
1154,30,Female,Bangalore,90791,15,50,6,15803,No,5,Gold,No,12,Electronics
1155,36,Female,Davangere,111606,18,51,6,17383,No,4,Premium,No,8,Fashion
1156,45,Female,Mysore,83677,13,41,6,12768,Yes,3,Gold,No,3,Grocery
1157,23,Female,Davangere,77560,5,21,1,10501,No,1,Silver,Yes,9,Fashion
1158,41,Female,Bangalore,102186,15,41,6,16904,Yes,3,Gold,No,4,Home
1159,39,Male,Hubli,125688,17,47,7,17447,No,3,Premium,No,2,Beauty
1160,50,Male,Mysore,63434,3,5,3,10606,No,1,Silver,Yes,10,Fashion
1161,59,Male,Bangalore,125189,16,41,6,17332,No,4,Premium,No,2,Beauty
1162,45,Female,Shimoga,51746,8,11,1,9578,Yes,1,Silver,Yes,2,Beauty
1163,35,Male,Bangalore,72367,11,38,5,9730,No,2,Silver,Yes,10,Home
1164,35,Male,Bangalore,138648,18,67,7,22481,No,4,Premium,No,1,Electronics
1165,35,Female,Mysore,144079,19,67,8,25441,No,4,Premium,Yes,11,Electronics
1166,52,Female,Mangalore,140104,22,55,9,23825,No,5,Premium,No,10,Grocery
1167,31,Female,Belgaum,61086,11,38,4,10679,No,3,Silver,No,3,Beauty
1168,25,Female,Tumkur,129632,8,34,4,17891,No,5,Premium,No,8,Grocery
1169,32,Female,Bangalore,141692,17,48,5,20109,No,5,Premium,No,2,Grocery
1170,18,Male,Mysore,147167,18,55,7,23804,No,5,Premium,No,9,Electronics
1171,22,Female,Bangalore,22717,1,5,1,2862,Yes,2,Regular,Yes,2,Beauty
1172,21,Female,Hubli,116849,15,47,5,17178,No,4,Premium,No,12,Fashion
1173,50,Female,Tumkur,149577,22,59,7,21341,Yes,5,Premium,No,4,Beauty
1174,48,Male,Mangalore,119407,12,37,5,20907,No,4,Premium,No,10,Electronics
1175,47,Female,Hubli,50312,7,10,4,7924,No,2,Silver,Yes,3,Fashion
1176,37,Female,Mysore,119137,12,40,5,17470,No,3,Premium,No,4,Beauty
1177,48,Female,Shimoga,33681,2,13,1,2863,Yes,1,Regular,Yes,7,Beauty
1178,24,Male,Mysore,82479,15,40,7,14858,No,3,Gold,No,9,Home
1179,55,Female,Bangalore,101410,11,25,3,15020,No,3,Gold,No,12,Fashion
1180,39,Female,Mysore,79339,11,18,5,15256,No,2,Gold,No,1,Fashion
1181,57,Female,Bangalore,110979,8,22,2,14429,No,3,Gold,No,1,Grocery
1182,24,Male,Bangalore,51229,12,32,4,11542,No,1,Silver,Yes,6,Fashion
1183,38,Female,Bangalore,98809,14,31,5,15637,Yes,4,Gold,No,6,Fashion
1184,47,Female,Mysore,103827,12,39,5,15944,No,3,Gold,No,11,Home
1185,38,Male,Mangalore,102394,15,42,5,15588,No,3,Gold,No,11,Fashion
1186,36,Female,Mysore,57611,3,5,2,8150,No,3,Silver,No,11,Home
1187,24,Male,Mysore,59699,11,29,4,10676,Yes,2,Silver,Yes,3,Fashion
1188,34,Female,Tumkur,53515,6,25,3,6893,Yes,1,Regular,No,7,Beauty
1189,28,Male,Belgaum,80031,9,31,4,9973,No,4,Silver,No,10,Grocery
1190,30,Female,Hubli,96175,11,32,4,11492,No,3,Silver,Yes,5,Grocery
1191,46,Female,Bangalore,67130,7,25,2,6993,No,2,Regular,No,9,Home
1192,44,Female,Shimoga,73298,11,25,3,11190,No,3,Silver,No,4,Fashion
1193,43,Female,Bangalore,57233,8,24,3,9961,Yes,3,Silver,No,6,Beauty
1194,33,Female,Bangalore,48451,8,25,3,5802,Yes,2,Regular,No,11,Beauty
1195,58,Male,Shimoga,105467,13,36,3,13623,No,2,Gold,Yes,5,Home
1196,21,Male,Hubli,126088,17,54,6,21448,No,4,Premium,No,12,Beauty
1197,32,Female,Belgaum,57791,6,13,1,7280,No,2,Silver,No,5,Beauty
1198,22,Female,Hubli,131874,23,73,11,23123,No,5,Premium,No,1,Home
1199,32,Male,Mangalore,94227,7,25,1,13400,No,3,Gold,No,5,Beauty
1200,58,Male,Bangalore,41801,9,7,2,10609,Yes,1,Silver,Yes,3,Electronics
1201,33,Female,Bangalore,67580,13,47,6,11005,No,3,Silver,No,8,Fashion
1202,56,Female,Bangalore,20975,1,5,2,4057,No,3,Regular,No,2,Home
1203,38,Male,Bangalore,25092,10,26,3,6806,Yes,3,Regular,No,9,Electronics
1204,47,Male,Davangere,63697,11,40,4,13237,Yes,4,Gold,Yes,11,Grocery
1205,37,Male,Bangalore,79080,13,37,6,11175,No,2,Silver,Yes,6,Home
1206,29,Female,Hubli,123677,16,38,4,20142,No,5,Premium,No,3,Electronics
1207,50,Male,Belgaum,37459,4,5,1,3918,Yes,1,Regular,Yes,7,Beauty
1208,58,Female,Belgaum,129093,16,55,6,17355,No,4,Premium,No,10,Beauty
1209,29,Male,Mysore,50488,7,8,4,9662,Yes,1,Silver,Yes,9,Beauty
1210,50,Male,Mysore,37982,9,35,3,10927,No,1,Silver,Yes,2,Fashion
1211,28,Female,Tumkur,110986,14,42,6,15290,No,3,Gold,No,8,Grocery
1212,48,Female,Mangalore,120664,12,28,6,17556,No,5,Premium,No,7,Fashion
1213,51,Female,Davangere,98639,15,41,8,13892,Yes,4,Gold,No,6,Home
1214,36,Female,Shimoga,35041,7,14,2,8687,Yes,2,Silver,Yes,2,Electronics
1215,48,Female,Belgaum,34994,6,24,2,5638,Yes,1,Regular,Yes,12,Home
1216,29,Female,Bangalore,70708,11,38,6,10681,No,2,Silver,No,3,Beauty
1217,21,Female,Hubli,78578,9,15,2,11881,Yes,2,Silver,No,4,Home
1218,22,Male,Bangalore,149820,16,45,7,23844,No,5,Premium,No,3,Fashion
1219,36,Male,Mangalore,57242,5,9,1,8617,Yes,3,Silver,No,9,Beauty
1220,55,Female,Tumkur,45036,1,12,1,5843,Yes,3,Regular,No,7,Beauty
1221,23,Male,Hubli,142968,19,48,7,21294,No,4,Premium,No,5,Fashion
1222,37,Female,Mysore,40015,5,26,1,5767,No,1,Regular,No,7,Grocery
1223,47,Female,Bangalore,23432,2,6,1,3444,No,1,Regular,Yes,10,Beauty
1224,26,Male,Tumkur,74964,1,5,1,10201,No,4,Silver,No,5,Grocery
1225,48,Female,Bangalore,72141,5,10,3,10263,No,2,Silver,No,12,Grocery
1226,30,Male,Bangalore,100557,16,42,6,13213,No,3,Gold,No,5,Grocery
1227,51,Female,Bangalore,134106,15,36,6,18137,No,5,Premium,No,4,Beauty
1228,42,Male,Bangalore,141278,19,58,8,21408,No,5,Premium,No,12,Home
1229,40,Male,Mysore,57653,3,5,1,9269,No,2,Silver,Yes,11,Electronics
1230,25,Female,Hubli,147507,23,54,10,24858,No,4,Premium,Yes,6,Home
1231,37,Female,Bangalore,102246,12,33,6,15904,No,3,Gold,No,11,Beauty
1232,53,Male,Bangalore,29053,5,5,5,7725,No,2,Silver,Yes,8,Home
1233,18,Female,Bangalore,141998,25,70,10,23085,No,5,Premium,No,6,Grocery
1234,49,Female,Mysore,37939,9,21,3,10145,No,2,Silver,No,11,Electronics
1235,38,Male,Bangalore,96518,11,27,5,17477,Yes,4,Premium,No,10,Fashion
1236,48,Female,Mangalore,122796,14,56,6,19718,No,5,Premium,No,5,Home
1237,45,Female,Bangalore,52427,6,18,2,8756,No,1,Silver,Yes,9,Fashion
1238,36,Male,Bangalore,55182,8,26,3,13845,Yes,3,Gold,No,6,Electronics
1239,30,Female,Mysore,81903,10,18,5,15809,No,3,Gold,No,1,Electronics
1240,44,Female,Mysore,135031,16,43,6,18958,Yes,2,Premium,Yes,12,Beauty
1241,23,Female,Bangalore,49068,11,35,4,8458,Yes,1,Silver,Yes,8,Fashion
1242,42,Female,Bangalore,106249,13,32,5,19701,No,3,Premium,No,9,Electronics
1243,21,Female,Davangere,78837,17,57,8,18730,No,3,Premium,No,9,Electronics
1244,45,Male,Bangalore,34539,5,7,1,6534,Yes,2,Regular,Yes,8,Fashion
1245,44,Female,Hubli,112414,19,55,6,22616,No,4,Premium,No,5,Electronics
1246,21,Male,Mysore,128229,17,47,5,16844,No,5,Gold,No,12,Beauty
1247,49,Female,Bangalore,94833,15,46,5,14460,Yes,2,Gold,No,9,Beauty
1248,35,Male,Mysore,42926,3,5,1,8970,No,2,Silver,Yes,10,Electronics
1249,51,Male,Belgaum,40244,2,5,1,5132,Yes,2,Regular,No,7,Home
1250,19,Male,Davangere,75054,11,31,3,17355,Yes,2,Premium,Yes,5,Electronics
1251,25,Female,Bangalore,85834,14,37,5,14806,No,3,Gold,No,2,Fashion
1252,38,Male,Bangalore,91784,12,39,4,12166,Yes,2,Gold,No,6,Grocery
1253,25,Male,Bangalore,51675,3,11,1,8118,No,4,Silver,No,3,Home
1254,31,Female,Mysore,85100,7,20,4,8607,Yes,2,Silver,No,9,Grocery
1255,45,Female,Mangalore,58360,3,6,2,10582,No,4,Silver,No,11,Electronics
1256,24,Male,Bangalore,109201,8,30,3,17640,No,4,Premium,No,5,Fashion
1257,46,Female,Bangalore,123542,16,46,6,19372,No,5,Premium,No,6,Fashion
1258,22,Male,Shimoga,104849,16,46,6,16456,Yes,3,Gold,No,10,Fashion
1259,25,Male,Bangalore,20162,2,7,1,4270,No,2,Regular,Yes,3,Grocery
1260,42,Female,Mysore,148966,12,48,5,25379,No,4,Premium,No,12,Electronics
1261,51,Male,Mangalore,23089,2,5,1,3562,Yes,2,Regular,Yes,6,Grocery
1262,25,Female,Bangalore,149925,18,59,7,21050,No,5,Premium,No,2,Grocery
1263,30,Female,Bangalore,24130,9,14,2,4993,No,1,Regular,Yes,3,Home
1264,56,Female,Bangalore,87140,7,23,3,12440,Yes,3,Gold,No,12,Fashion
1265,59,Male,Shimoga,33776,3,20,2,4172,No,1,Regular,Yes,5,Home
1266,42,Female,Bangalore,32375,9,30,3,6704,No,4,Regular,No,9,Fashion
1267,36,Female,Bangalore,108842,15,46,8,16319,Yes,3,Gold,No,3,Beauty
1268,32,Male,Bangalore,114620,16,44,6,17863,No,5,Premium,No,4,Fashion
1269,43,Male,Bangalore,35370,5,15,2,2908,No,2,Regular,Yes,11,Grocery
1270,42,Male,Mangalore,146967,19,55,8,23302,No,5,Premium,No,3,Home
1271,30,Female,Bangalore,61660,10,24,4,10388,No,1,Silver,Yes,1,Home
1272,18,Female,Hubli,61382,5,13,2,10813,Yes,2,Silver,No,8,Beauty
1273,24,Male,Hubli,58607,10,31,4,9478,Yes,3,Silver,No,11,Home
1274,58,Female,Davangere,79957,6,13,3,11230,No,4,Silver,No,6,Grocery
1275,35,Female,Bangalore,43118,6,12,4,10650,Yes,2,Silver,Yes,3,Electronics
1276,38,Female,Davangere,75221,10,20,4,10844,No,4,Silver,No,12,Grocery
1277,37,Male,Hubli,47297,4,15,2,8170,Yes,3,Silver,Yes,10,Beauty
1278,50,Male,Bangalore,26684,3,13,1,4743,Yes,3,Regular,No,11,Grocery
1279,20,Male,Belgaum,67936,7,23,4,12049,Yes,3,Gold,No,10,Fashion
1280,21,Female,Davangere,107395,10,37,3,15231,No,5,Gold,No,10,Beauty
1281,29,Female,Bangalore,119202,14,43,7,18597,No,3,Premium,No,6,Fashion
1282,38,Female,Shimoga,65934,5,18,4,7825,No,2,Silver,Yes,6,Beauty
1283,46,Male,Mysore,62087,9,29,3,11182,No,1,Silver,Yes,10,Electronics
1284,38,Male,Hubli,122371,12,35,3,17902,No,5,Premium,No,10,Fashion
1285,36,Male,Tumkur,108555,16,44,6,16780,No,4,Gold,No,12,Fashion
1286,57,Female,Mysore,128176,12,51,6,20371,No,4,Premium,No,9,Fashion
1287,24,Male,Davangere,137794,16,45,7,23563,No,5,Premium,No,5,Fashion
1288,42,Female,Bangalore,126760,14,37,6,17863,No,5,Premium,No,8,Beauty
1289,40,Female,Belgaum,141744,22,69,10,24460,No,5,Premium,No,9,Fashion
1290,37,Male,Hubli,74166,10,32,4,9614,Yes,1,Silver,Yes,7,Beauty
1291,51,Male,Bangalore,71307,8,14,4,13247,No,2,Gold,No,10,Electronics
1292,29,Male,Mysore,61801,9,35,5,9101,No,2,Silver,Yes,9,Beauty
1293,58,Female,Bangalore,50579,1,5,2,7296,Yes,1,Silver,Yes,1,Beauty
1294,31,Female,Bangalore,117347,15,37,6,18476,No,5,Premium,No,9,Fashion
1295,40,Male,Bangalore,112879,20,68,9,19882,No,3,Premium,No,9,Beauty
1296,39,Male,Mysore,124181,16,52,6,17940,No,5,Premium,No,12,Grocery
1297,53,Female,Bangalore,41760,5,6,1,5949,Yes,4,Regular,No,7,Beauty
1298,36,Male,Bangalore,83863,12,48,7,13246,No,3,Gold,No,9,Fashion
1299,29,Male,Belgaum,48854,9,32,4,9853,Yes,2,Silver,No,7,Fashion
1300,18,Male,Mangalore,136094,11,33,5,20234,No,4,Premium,No,8,Beauty
1301,33,Male,Belgaum,54763,2,17,1,9029,No,3,Silver,No,2,Fashion
1302,52,Male,Bangalore,38708,5,16,1,8468,No,1,Silver,Yes,11,Beauty
1303,18,Female,Shimoga,94082,10,30,4,16808,No,3,Gold,No,11,Fashion
1304,55,Female,Hubli,134279,21,58,10,21521,No,5,Premium,No,8,Beauty
1305,40,Female,Bangalore,139045,16,52,7,23532,No,5,Premium,No,8,Electronics
1306,23,Female,Bangalore,32492,1,6,1,7885,No,1,Silver,Yes,2,Electronics
1307,30,Female,Mangalore,62366,4,12,1,6121,Yes,1,Regular,Yes,9,Grocery
1308,41,Male,Bangalore,39958,1,5,2,6662,Yes,3,Regular,No,7,Grocery
1309,31,Male,Hubli,60022,7,22,3,8973,No,3,Silver,No,10,Grocery
1310,22,Female,Tumkur,89399,11,33,3,12367,No,2,Gold,Yes,1,Grocery
1311,45,Male,Bangalore,56474,6,9,4,10805,Yes,2,Silver,No,10,Fashion
1312,46,Female,Bangalore,28777,7,11,3,9005,No,2,Silver,No,5,Fashion
1313,22,Female,Tumkur,86304,14,46,6,17516,No,4,Premium,No,9,Electronics
1314,29,Male,Hubli,26864,3,5,1,4308,Yes,1,Regular,Yes,9,Home
1315,28,Female,Bangalore,49470,1,5,1,11103,Yes,1,Silver,No,4,Electronics
1316,45,Female,Shimoga,20067,4,9,1,4115,Yes,2,Regular,No,7,Grocery
1317,48,Male,Shimoga,31286,6,27,4,8524,No,2,Silver,No,11,Electronics
1318,48,Male,Hubli,76721,11,30,5,15246,No,3,Gold,Yes,9,Electronics
